designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 2554,N/A,UGC  4312,Galaxy,CNC,12,14,3.2',08 17.9,+23 28,124.47287499999999,23.47213888888889,Sa
NGC 2555,N/A,UGC  4319,Galaxy,HYA,12.2,13.1,1.9',08 17.9,+00 45,124.48504166666667,0.7456944444444444,SBab
NGC 2557,N/A,UGC  4330,Galaxy,CNC,13.2,13.3,1.2',08 19.2,+21 26,124.79479166666667,21.435777777777776,SBO
NGC 2558,N/A,UGC  4331,Galaxy,CNC,12.9,13.7,1.8',08 19.2,+20 31,124.80316666666666,20.51075,Sab
NGC 2559,N/A,ESO 494-41,Galaxy,PUP,10.9,12.8,3.7',08 17.1,-27 27,124.27529166666666,-27.45583333333333,SBbc
NGC 2560,N/A,UGC  4337,Galaxy,CNC,13.3,12.4,1.4',08 19.9,+20 59,124.96620833333333,20.984972222222222,Sa
NGC 2561,N/A,UGC  4336,Galaxy,HYA,13.1,12.5,1.1',08 19.6,+04 39,124.90404166666667,4.657222222222223,SBc
NGC 2562,N/A,UGC  4345,Galaxy,CNC,12.9,12.3,1',08 20.4,+21 08,125.09858333333335,21.13147222222222,Sa
NGC 2563,N/A,UGC  4347,Galaxy,CNC,12.2,13.3,2',08 20.6,+21 04,125.14870833333335,21.067805555555555,SO
NGC 2564,N/A,ESO 562- 1,Galaxy,PUP,13.5,-,1.2',08 18.5,-21 49,124.62504166666668,-21.816111111111113,E-SO
NGC 2565,N/A,UGC  4334,Galaxy,CNC,12.6,13,1.9',08 19.8,+22 02,124.95133333333331,22.031444444444443,SBbc
NGC 2566,N/A,ESO 495- 3,Galaxy,PUP,11,13.1,3.4',08 18.8,-25 30,124.69025,-25.49952777777778,SBab
NGC 2567,N/A,OCL  708,Opn CL,PUP,7.4,-,10',08 18.5,-30 39,124.64658333333335,-30.63561111111111,III 2 m
NGC 2568,N/A,OCL  727,Opn CL,PUP,10,-,2.0',08 18.3,-37 06,124.5755,-37.10538888888889,N/A
NGC 2571,N/A,OCL  701,Opn CL,PUP,7,-,13',08 18.9,-29 45,124.73479166666667,-29.749277777777777,IV 1 p
NGC 2572,N/A,UGC  4355,Galaxy,CNC,13.8,13.1,1.3',08 21.4,+19 09,125.35262499999999,19.147777777777776,Sa
NGC 2574,N/A,MCG - 1-22-  3,Galaxy,HYA,14,-,2.3',08 20.8,-08 55,125.20066666666668,-8.918472222222222,Sab
NGC 2575,N/A,UGC  4368,Galaxy,CNC,12.7,14.2,2.3',08 22.8,+24 18,125.68733333333334,24.296916666666668,Sc
NGC 2577,N/A,UGC  4367,Galaxy,CNC,12.4,13,1.8',08 22.7,+22 33,125.68104166666667,22.553083333333333,SO
NGC 2578,N/A,MCG - 2-22-  2,Galaxy,PUP,12.6,13.4,2.2',08 21.4,-13 19,125.351125,-13.31786111111111,SBO-a
NGC 2579,N/A,OCL  724,CL+Neb,PUP,7.5,-,10',08 20.9,-36 13,125.22108333333334,-36.21713888888889,IV 2 p  :b
NGC 2580,N/A,OCL  709,Opn CL,PUP,9.7,-,8',08 21.5,-30 19,125.36625,-30.293472222222224,II 2 m
NGC 2581,N/A,UGC  4388,Galaxy,CNC,13.3,13,1.1',08 24.5,+18 36,126.12891666666667,18.597083333333334,SB Ring
NGC 2582,N/A,IC 2359,Galaxy,CNC,13,13.3,1.2',08 25.2,+20 20,126.30029166666665,20.33475,SBab
NGC 2583,N/A,MCG - 1-22-  8,Galaxy,HYA,13.4,12.9,0.8',08 23.1,-05 00,125.78304166666668,-5.0023888888888886,E1
NGC 2587,N/A,OCL  706,Opn CL,PUP,9.2,-,9',08 23.4,-29 31,125.85033333333331,-29.50872222222222,II 1 p
NGC 2588,N/A,OCL  715,Opn CL,PUP,11.8,-,2',08 23.2,-32 59,125.78987499999998,-32.97516666666667,II 1 p
NGC 2590,N/A,IC  507,Galaxy,HYA,13.1,13.4,2.2',08 25.0,-00 36,126.25833333333333,-0.591388888888889,Sbc
NGC 2591,N/A,UGC  4472,Galaxy,CAM,12.3,12.8,3',08 37.4,+78 02,129.35637499999999,78.02641666666666,Sc
NGC 2592,N/A,UGC  4411,Galaxy,CNC,12.3,13.2,1.7',08 27.1,+25 58,126.78354166666666,25.970305555555555,Elliptical
NGC 2593,N/A,UGC  4408,Galaxy,CNC,13.9,12.9,0.9',08 26.8,+17 22,126.69929166666665,17.374916666666667,Sa
NGC 2595,N/A,UGC  4422,Galaxy,CNC,12.3,14.3,3.1',08 27.7,+21 29,126.92508333333332,21.47911111111111,SBc
NGC 2596,N/A,UGC  4419,Galaxy,CNC,13.5,13.1,1.5',08 27.4,+17 17,126.86049999999997,17.284083333333335,Sb
NGC 2598,N/A,UGC  4443,Galaxy,CNC,13.6,12.7,1',08 30.0,+21 29,127.51050000000001,21.488666666666667,SBa
NGC 2599,N/A,UGC  4458,Galaxy,CNC,12.2,13.3,1.9',08 32.2,+22 34,128.04708333333335,22.560555555555556,Sa
NGC 2604A,N/A,NGC 2604,Galaxy,CNC,13.5,-,2.1',08 33.4,+29 32,128.35,29.533333333333335,SBc
NGC 2607,N/A,UGC  4473,Galaxy,CNC,13.6,13.2,0.9',08 33.9,+26 58,128.48608333333334,26.972666666666665,Sc
NGC 2608,N/A,UGC  4484,Galaxy,CNC,12.3,13.4,2.2',08 35.3,+28 28,128.82220833333332,28.473416666666665,SBb Ring
NGC 2610,N/A,PK 239+13.1,Pln Neb,HYA,13,12.1,50'',08 33.4,-16 09,128.34750000000003,-16.149444444444445,4(2)
NGC 2612,N/A,MCG - 2-22- 20,Galaxy,HYA,13,-,2.8',08 33.8,-13 10,128.45875,-13.174527777777778,E-SO
NGC 2613,N/A,ESO 495-18,Galaxy,PYX,10.3,12.9,7.1',08 33.4,-22 58,128.34516666666667,-22.973666666666666,Sb
NGC 2614,N/A,UGC  4523,Galaxy,UMA,12.9,14.5,2.4',08 42.8,+72 59,130.69979166666667,72.97647222222223,Sc
NGC 2615,N/A,UGC  4481,Galaxy,HYA,12.5,13.1,1.9',08 34.6,-02 33,128.63895833333333,-2.5468055555555553,SBb
NGC 2616,N/A,UGC  4489,Galaxy,HYA,12.5,13.2,1.5',08 35.6,-01 51,128.89195833333332,-1.850138888888889,SO
NGC 2618,N/A,UGC  4492,Galaxy,HYA,12.1,13.6,2.5',08 35.9,+00 42,128.97308333333334,0.707111111111111,Sab
NGC 2619,N/A,UGC  4503,Galaxy,CNC,12.4,13.5,2.3',08 37.5,+28 42,129.38629166666666,28.705194444444444,SBbc
NGC 2620,N/A,UGC  4501,Galaxy,CNC,13.4,13.3,2',08 37.5,+24 57,129.36766666666668,24.946944444444444,S pec
NGC 2622,N/A,MCG   4-21-  8,Galaxy,CNC,14,12.7,0.8',08 38.2,+24 54,129.54558333333333,24.89527777777778,Sb
NGC 2623,N/A,UGC  4509,Galaxy,CNC,13.4,13.8,2.4',08 38.4,+25 45,129.6003333333333,25.754638888888888,Sb
NGC 2626,N/A,ESO 313-N*4,Brt Neb,VEL,-,-,5',08 35.5,-40 40,128.87033333333332,-40.66833333333333,E+R
NGC 2627,N/A,OCL  714,Opn CL,PYX,8.4,-,11',08 37.2,-29 57,129.31225,-29.950416666666666,III 2 m
NGC 2628,N/A,UGC  4519,Galaxy,CNC,13.3,13.4,1.1',08 40.4,+23 32,130.09462499999998,23.53966666666667,Sc Ring
NGC 2629,N/A,UGC  4569,Galaxy,UMA,12.3,13.2,2.3',08 47.3,+72 59,131.81591666666668,72.98563888888889,SO
NGC 2633,N/A,UGC  4574,Galaxy,CAM,12.2,13.5,2.3',08 48.1,+74 06,132.01908333333336,74.0988611111111,SBb/P
NGC 2634,N/A,UGC  4581,Galaxy,CAM,12,13.1,2',08 48.4,+73 58,132.10579166666668,73.96716666666667,E1
NGC 2634A,N/A,UGC  4585,Galaxy,CAM,13.6,13,1.8',08 48.6,+73 56,132.1589166666667,73.93927777777778,SBbc
NGC 2635,N/A,OCL  728,Opn CL,PYX,11.2,-,3',08 38.4,-34 46,129.60829166666667,-34.77158333333333,I 3 p
NGC 2636,N/A,UGC  4583,Galaxy,CAM,13.8,12.8,0.3',08 48.4,+73 40,132.10179166666668,73.67113888888889,EO
NGC 2638,N/A,UGC  4534,Galaxy,LYN,12.8,12.6,1.7',08 42.4,+37 13,130.607375,37.22102777777778,Sa
NGC 2639,N/A,UGC  4544,Galaxy,UMA,11.6,12.3,1.8',08 43.6,+50 12,130.90866666666668,50.205555555555556,Sa
NGC 2640,N/A,ESO 165- 2,Galaxy,CAR,12.7,-,2.2',08 37.4,-55 07,129.35258333333334,-55.12375,E-S0  B
NGC 2641,N/A,UGC  4577,Galaxy,UMA,13.6,13.9,1.3',08 48.0,+72 54,131.98954166666667,72.89577777777778,SO
NGC 2642,N/A,MCG - 1-22- 33,Galaxy,HYA,12.6,13.9,2',08 40.7,-04 07,130.184875,-4.121722222222222,SBbc Ring
NGC 2644,N/A,UGC  4533,Galaxy,HYA,12.3,12.8,2.1',08 41.5,+04 59,130.38275000000002,4.980333333333333,Sc
NGC 2645,N/A,Pismis 6,Opn CL,VEL,7.1,-,1.5',08 39.1,-46 14,129.763,-46.22730555555556,II 2 p
NGC 2646,N/A,UGC  4604,Galaxy,CAM,12.1,12.5,1.5',08 50.4,+73 28,132.59187500000002,73.46308333333333,SBO
NGC 2648,N/A,UGC  4541,Galaxy,CNC,11.8,13.1,3.2',08 42.7,+14 17,130.66583333333332,14.28561111111111,Sa
NGC 2649,N/A,UGC  4555,Galaxy,LYN,12.3,13.1,1.5',08 44.1,+34 43,131.0344583333333,34.71725,SBbc
NGC 2650,N/A,UGC  4603,Galaxy,UMA,13.3,13.8,1.6',08 50.0,+70 18,132.493125,70.29944444444445,SBb
NGC 2652,N/A,MCG +00-25-008,Galaxy,SEX,11.9,-,3.4',09 42.5,-03 42,145.63866666666667,-3.699138888888889,E 4
NGC 2654,N/A,UGC  4605,Galaxy,UMA,11.8,12.9,4.2',08 49.2,+60 13,132.29945833333335,60.221111111111114,SBab
NGC 2655,N/A,UGC  4637,Galaxy,CAM,10.1,13.2,4.9',08 55.6,+78 13,133.9072083333333,78.22308333333334,SBO-a
NGC 2656,N/A,MCG   9-15- 25,Galaxy,UMA,13.8,14.2,1.3',08 47.9,+53 53,131.971125,53.87616666666667,SOp
NGC 2657,N/A,UGC  4573,Galaxy,CNC,13,13.5,1.3',08 45.3,+09 39,131.315875,9.6455,Scd  Ring
NGC 2658,N/A,OCL  723,Opn CL,PYX,9.2,-,10',08 43.5,-32 39,130.86391666666668,-32.65622222222222,I 2 r  :b
NGC 2659,N/A,OCL  752,Opn CL,VEL,8.6,-,14',08 42.6,-45 00,130.63758333333334,-45.000527777777776,III 3 m
NGC 2660,N/A,OCL  759,Opn CL,VEL,8.8,-,4',08 42.6,-47 12,130.65829166666666,-47.20066666666667,I 3 m
NGC 2661,N/A,UGC  4584,Galaxy,CNC,12.8,13.4,1.4',08 46.0,+12 37,131.49808333333334,12.619916666666667,Sc
NGC 2663,N/A,ESO 371-14,Galaxy,PYX,10.9,13.1,3.5',08 45.1,-33 48,131.28437499999998,-33.79475,Elliptical
NGC 2664,N/A,N/A,Opn CL,CNC,-,-,5',08 47.1,+12 36,131.77929166666667,12.605777777777778,N/A
NGC 2665,N/A,ESO 563-19,Galaxy,HYA,12.2,13.3,2',08 46.0,-19 18,131.50412500000002,-19.30288888888889,SBa
NGC 2668,N/A,UGC  4616,Galaxy,LYN,13.8,13.4,1.2',08 49.4,+36 43,132.344,36.71033333333334,SBab
NGC 2669,N/A,OCL  768,Opn CL,VEL,6.1,-,20',08 46.4,-52 57,131.5940416666667,-52.94752777777777,II 3 p
NGC 2670,N/A,OCL  764,Opn CL,VEL,7.8,-,6',08 45.5,-48 48,131.37283333333332,-48.79163888888889,II 2 p
NGC 2671,N/A,OCL  745,Opn CL,VEL,11.6,-,4',08 46.2,-41 53,131.54954166666667,-41.87716666666667,I 3 p
NGC 2672,N/A,UGC  4619,Galaxy,CNC,11.7,14,2.5',08 49.4,+19 04,132.34120833333333,19.07497222222222,E1
NGC 2675,N/A,UGC  4629,Galaxy,UMA,13.3,13.8,1.5',08 52.1,+53 37,133.020625,53.617305555555554,Elliptical
NGC 2676,N/A,UGC  4627,Galaxy,UMA,13.1,13.3,1.2',08 51.6,+47 33,132.89854166666666,47.55766666666666,SO
NGC 2678,N/A,N/A,Opn CL,CNC,-,-,10',08 50.0,+11 20,132.51145833333334,11.338111111111111,N/A
NGC 2681,N/A,UGC  4645,Galaxy,UMA,10.3,12.8,3.7',08 53.5,+51 19,133.38641666666666,51.31366666666666,SBO-a
NGC 2683,N/A,UGC  4641,Galaxy,LYN,9.8,12.9,8.8',08 52.7,+33 25,133.17220833333334,33.421749999999996,Sb
NGC 2684,N/A,UGC  4662,Galaxy,UMA,12.9,12.4,0.9',08 54.9,+49 10,133.72516666666667,49.16038888888889,Sc
NGC 2685,Helix Galaxy,UGC  4666,Galaxy,UMA,11.3,13.7,4.6',08 55.6,+58 44,133.894625,58.73438888888889,SBO-a
NGC 2690,N/A,UGC  4647,Galaxy,HYA,13.1,12.9,1.9',08 52.6,-02 36,133.15845833333333,-2.603222222222222,Sab
NGC 2691,N/A,UGC  4664,Galaxy,LYN,13.1,13,1.2',08 54.8,+39 32,133.69308333333333,39.538666666666664,Sa
NGC 2692,N/A,UGC  4675,Galaxy,UMA,13.3,12.7,1.3',08 57.0,+52 04,134.24170833333332,52.06594444444444,SBab
NGC 2693,N/A,UGC  4674,Galaxy,UMA,11.9,13.6,3',08 57.0,+51 21,134.24695833333334,51.34744444444445,Ep
NGC 2695,N/A,MCG   0-23- 10,Galaxy,HYA,11.9,12.5,1.7',08 54.5,-03 04,133.61279166666668,-3.067027777777778,SO
NGC 2697,N/A,MCG   0-23- 11,Galaxy,HYA,12.3,12.9,1.8',08 55.0,-02 59,133.7475,-2.987611111111111,Sa
NGC 2698,N/A,MCG   0-23- 12,Galaxy,HYA,12.6,12.3,1.5',08 55.6,-03 11,133.90212499999998,-3.1839444444444442,Sa
NGC 2699,N/A,MCG   0-23- 14,Galaxy,HYA,12.6,12.6,1.1',08 55.8,-03 08,133.95333333333332,-3.1275833333333334,Elliptical
NGC 2701,N/A,UGC  4695,Galaxy,UMA,12.3,13.5,2.2',08 59.1,+53 46,134.77391666666665,53.77166666666667,SBc
NGC 2704,N/A,IC 2424,Galaxy,LYN,13.4,13.3,1',08 56.8,+39 23,134.19870833333334,39.382194444444444,SBab Ring
NGC 2706,N/A,UGC  4680,Galaxy,HYA,13,12.9,1.8',08 56.2,-02 34,134.05129166666669,-2.5634444444444444,SBc
NGC 2708,N/A,NGC 2727,Galaxy,HYA,12,13.2,2.7',08 56.1,-03 22,134.03354166666668,-3.3601111111111113,Sb
NGC 2709,N/A,MCG   0-23- 16,Galaxy,HYA,13.6,12.8,0.8',08 56.2,-03 15,134.05358333333334,-3.2432222222222222,SO
NGC 2710,N/A,UGC  4705,Galaxy,UMA,12.9,13.4,2',08 59.8,+55 42,134.9514583333333,55.70638888888889,SBb
NGC 2711,N/A,UGC  4688,Galaxy,CNC,13.6,12.9,0.9',08 57.4,+17 17,134.34833333333333,17.288027777777778,SBbc
NGC 2712,N/A,UGC  4708,Galaxy,LYN,12.1,13.6,2.8',08 59.5,+44 55,134.8769583333333,44.913888888888884,SBb
NGC 2713,N/A,UGC  4691,Galaxy,HYA,11.8,13.4,3.3',08 57.3,+02 55,134.33545833333332,2.9213055555555556,SBab
NGC 2714,N/A,ESO 125- 7,Galaxy,CAR,14,-,0.9',08 53.5,-59 13,133.37425,-59.217111111111116,E
NGC 2715,N/A,UGC  4759,Galaxy,CAM,11.2,13.4,4.8',09 08.1,+78 05,137.0258333333333,78.08516666666667,SBc
NGC 2716,N/A,UGC  4692,Galaxy,HYA,11.8,12,1.6',08 57.6,+03 05,134.3995,3.090222222222222,SBO-a
NGC 2717,N/A,ESO 496-21,Galaxy,PYX,12.3,13.5,2.1',08 57.0,-24 40,134.25466666666665,-24.673750000000002,E-SO Bar
NGC 2718,N/A,UGC  4707,Galaxy,HYA,11.8,13.3,2.1',08 58.8,+06 18,134.71029166666668,6.293,SBab
NGC 2719,N/A,UGC  4718,Galaxy,LYN,13.5,-,1.1',09 00.3,+35 44,135.06441666666666,35.72763888888889,Irp
NGC 2719A,N/A,MCG   6-20- 18,Galaxy,LYN,13.5,-,0.4',09 00.3,+35 43,135.06641666666667,35.72013888888889,Irp
NGC 2720,N/A,UGC  4710,Galaxy,CNC,12.8,13,1.2',08 59.1,+11 09,134.7835833333333,11.149222222222221,Sc
NGC 2721,N/A,MCG - 1-23- 15,Galaxy,HYA,12.5,-,2.4',08 58.9,-04 54,134.7355,-4.901944444444445,Sbc Ring
NGC 2722,N/A,NGC 2733,Galaxy,HYA,13.4,-,2.1',08 58.8,-03 43,134.692375,-3.7101111111111114,SBc
NGC 2723,N/A,UGC  4723,Galaxy,HYA,13.2,12.9,0.9',09 00.2,+03 11,135.05983333333333,3.1777499999999996,SO
NGC 2724,N/A,UGC  4726,Galaxy,LYN,13.6,14.6,1.8',09 01.0,+35 46,135.25758333333334,35.762055555555555,SBc
NGC 2725,N/A,UGC  4732,Galaxy,CNC,13.4,12.3,0.7',09 01.1,+11 06,135.26341666666667,11.09838888888889,Pec
NGC 2726,N/A,UGC  4750,Galaxy,UMA,12.5,12.2,1.6',09 04.9,+59 56,136.23654166666665,59.932916666666664,Sa
NGC 2727,N/A,NGC 2708,Galaxy,HYA,12.8,-,2.7',08 56.1,-03 22,134.03354166666668,-3.3601111111111113,Sb
NGC 2728,N/A,UGC  4738,Galaxy,CNC,13.6,13.4,1.1',09 01.7,+11 05,135.42054166666668,11.082972222222223,Sb
NGC 2729,N/A,UGC  4737,Galaxy,HYA,13.4,12.3,0.8',09 01.5,+03 43,135.36925,3.7206111111111113,SO
NGC 2730,N/A,UGC  4743,Galaxy,CNC,13,13.6,1.7',09 02.3,+16 50,135.56595833333333,16.838305555555554,SBc Irr
NGC 2731,N/A,UGC  4741,Galaxy,CNC,13.5,12.4,0.8',09 02.1,+08 18,135.53504166666667,8.301666666666668,Sc
NGC 2732,N/A,UGC  4818,Galaxy,CAM,11.9,12.4,2.1',09 13.4,+79 11,138.35304166666666,79.18733333333334,SO
NGC 2733,N/A,NGC 2722,Galaxy,HYA,13.4,-,2.1',08 58.8,-03 43,134.692375,-3.7101111111111114,Sbc
NGC 2735,N/A,UGC  4744,Galaxy,CNC,13.3,12.4,1.2',09 02.6,+25 56,135.661,25.934527777777777,SBb/P
NGC 2736,Herschel's Ray,RCW 37,Brt Neb,VEL,-,-,30',09 00.4,-45 54,135.07058333333333,-45.948055555555555,E
NGC 2738,N/A,UGC  4752,Galaxy,CNC,13,12.7,1.4',09 04.0,+21 58,136.001875,21.96761111111111,Sc
NGC 2740,N/A,MCG   9-15- 86,Galaxy,UMA,13.9,13.3,1',09 06.1,+51 44,136.52079166666667,51.735305555555556,Sab Ring
NGC 2742,N/A,NGC 2816,Galaxy,UMA,11.4,13,3',09 07.6,+60 29,136.88970833333335,60.47933333333334,Sc
NGC 2742A,N/A,UGC  4803,Galaxy,UMA,13.2,13.1,1.6',09 10.0,+62 15,137.49195833333334,62.24736111111111,SBb/P
NGC 2743,N/A,UGC  4760,Galaxy,CNC,13.7,13.5,1.1',09 04.9,+25 00,136.22525,25.003916666666665,Sd
NGC 2744,N/A,UGC  4757,Galaxy,CNC,13.5,13.9,1.6',09 04.7,+18 28,136.16208333333333,18.460277777777776,SBb/P
NGC 2746,N/A,UGC  4770,Galaxy,LYN,13.1,13.9,1.6',09 06.0,+35 23,136.49766666666667,35.37738888888889,SBa
NGC 2748,N/A,UGC  4825,Galaxy,CAM,11.7,12.9,3.1',09 13.7,+76 29,138.42925000000002,76.47533333333334,Sbc
NGC 2749,N/A,UGC  4763,Galaxy,CNC,11.8,12.8,1.8',09 05.4,+18 19,136.33883333333335,18.313111111111112,E2
NGC 2750,N/A,UGC  4769,Galaxy,CNC,11.9,13.3,2.2',09 05.8,+25 26,136.449625,25.437416666666667,Sc
NGC 2752,N/A,UGC  4772,Galaxy,CNC,13.7,13.4,1.8',09 05.7,+18 20,136.42929166666667,18.33972222222222,SBb
NGC 2755,N/A,UGC  4789,Galaxy,LYN,13.1,13,1.2',09 08.0,+41 42,136.99295833333335,41.70894444444445,Sb
NGC 2756,N/A,UGC  4796,Galaxy,UMA,12.4,13,1.7',09 09.0,+53 51,137.253875,53.84952777777778,Sb
NGC 2758,N/A,ESO 564-20,Galaxy,HYA,13.2,12.8,1.9',09 05.5,-19 03,136.38,-19.04277777777778,Sc
NGC 2759,N/A,UGC  4795,Galaxy,LYN,13,12.6,1',09 08.6,+37 37,137.155375,37.621611111111115,E-SO
NGC 2760,N/A,MCG+13-07-027,Galaxy,CAM,14,-,0.5',09 24.2,+76 32,141.05433333333335,76.53127777777777,N/A
NGC 2763,N/A,MCG - 2-23- 10,Galaxy,HYA,12,13.5,2.3',09 06.8,-15 30,136.70437499999997,-15.499777777777776,SBc
NGC 2764,N/A,UGC  4794,Galaxy,CNC,12.9,13.1,1.5',09 08.3,+21 27,137.07279166666666,21.443333333333335,SO
NGC 2765,N/A,UGC  4791,Galaxy,HYA,12.1,12.9,2.1',09 07.6,+03 24,136.90266666666668,3.392916666666667,SO
NGC 2766,N/A,UGC  4801,Galaxy,CNC,13.6,13.1,1.4',09 08.8,+29 52,137.19808333333333,29.86477777777778,SBab Ring
NGC 2767,N/A,UGC  4813,Galaxy,UMA,13.8,11.6,0.4',09 10.2,+50 24,137.5495,50.40130555555555,S
NGC 2768,N/A,UGC  4821,Galaxy,UMA,9.9,13.7,8.2',09 11.6,+60 02,137.90625,60.03722222222222,E5
NGC 2769,N/A,UGC  4816,Galaxy,UMA,13,12.5,1.8',09 10.5,+50 26,137.634,50.433277777777775,Sa
NGC 2770A,N/A,UGC  4806,Galaxy,LYN,12.2,13.7,3.7',09 09.6,+33 07,137.4,33.11666666666667,Sc
NGC 2771,N/A,UGC  4817,Galaxy,UMA,12.7,14.1,2.3',09 10.7,+50 23,137.66525,50.37986111111111,SBab
NGC 2772,N/A,ESO 497-14,Galaxy,PYX,13.4,13.6,1.5',09 07.7,-23 37,136.92445833333335,-23.62141666666667,Sb
NGC 2773,N/A,UGC  4815,Galaxy,CNC,14,12.3,0.7',09 09.7,+07 10,137.43412500000002,7.173694444444445,S pec
NGC 2775,N/A,UGC  4820,Galaxy,CNC,10.1,12.9,4.5',09 10.3,+07 02,137.58383333333333,7.037944444444444,Sab
NGC 2776,N/A,UGC  4838,Galaxy,LYN,11.6,13.8,2.8',09 12.2,+44 57,138.06045833333332,44.95483333333333,SBc
NGC 2777,N/A,UGC  4823,Galaxy,CNC,13.3,12.4,0.7',09 10.7,+07 12,137.67429166666668,7.2066944444444445,Sab
NGC 2778,N/A,UGC  4840,Galaxy,LYN,12.4,12.8,1.4',09 12.4,+35 02,138.10154166666666,35.02752777777778,E
NGC 2780,N/A,UGC  4843,Galaxy,LYN,13.3,12.6,0.9',09 12.7,+34 56,138.184875,34.92558333333333,SB/P
NGC 2781,N/A,MCG - 2-24-  2,Galaxy,HYA,11.6,13.1,3.1',09 11.5,-14 49,137.86466666666666,-14.816833333333333,SBO-a Ring
NGC 2782,N/A,UGC  4862,Galaxy,LYN,11.6,13.9,3.7',09 14.1,+40 07,138.52129166666666,40.11369444444445,SBa
NGC 2783A,N/A,NGC 2783,Galaxy,CNC,14,-,2.2',09 13.7,+30 00,138.425,30.0,Elliptical
NGC 2784,N/A,ESO 497-23,Galaxy,HYA,10.2,12.8,5.7',09 12.3,-24 10,138.08124999999998,-24.172611111111113,SO
NGC 2786,N/A,UGC  4861,Galaxy,CNC,13.7,-,0.9',09 13.6,+12 26,138.39829166666667,12.440805555555556,Sa Ring
NGC 2787,N/A,UGC  4914,Galaxy,UMA,10.8,12.6,3.1',09 19.3,+69 12,139.8275,69.20325,SBO-a
NGC 2789,N/A,UGC  4875,Galaxy,CNC,12.2,13.5,2',09 15.0,+29 44,138.74858333333333,29.730277777777776,SBO-a
NGC 2792,N/A,PK 265+4.1,Pln Neb,VEL,13.5,8.5,13'',09 12.4,-42 26,138.11070833333332,-42.427499999999995,4
NGC 2793,N/A,UGC  4894,Galaxy,LYN,13.1,13.3,1.2',09 16.8,+34 26,139.197125,34.429805555555554,SBp
NGC 2794,N/A,UGC  4885,Galaxy,CNC,13.1,13.4,1.2',09 16.0,+17 35,139.00745833333335,17.58983333333333,SB/P
NGC 2795,N/A,UGC  4887,Galaxy,CNC,12.8,13.2,1.4',09 16.1,+17 38,139.01633333333334,17.62836111111111,Elliptical
NGC 2798,N/A,UGC  4905,Galaxy,LYN,12.3,13.2,2.8',09 17.4,+42 00,139.34495833333332,41.999722222222225,SBap
NGC 2799,N/A,UGC  4909,Galaxy,LYN,13.8,13.6,1.9',09 17.5,+42 00,139.3792916666667,41.994083333333336,SBp
NGC 2800,N/A,UGC  4920,Galaxy,UMA,12.8,13.1,1.4',09 18.6,+52 31,139.64675,52.514472222222224,Elliptical
NGC 2801,N/A,UGC  4899,Galaxy,CNC,14,14,1.1',09 16.7,+19 56,139.18412500000002,19.93572222222222,Sc
NGC 2804,N/A,UGC  4901,Galaxy,CNC,12.9,14.4,2.2',09 16.8,+20 12,139.208375,20.1985,SO
NGC 2805,N/A,UGC  4936,Galaxy,UMA,11,14.6,6.3',09 20.3,+64 06,140.08504166666668,64.10277777777777,SBcd Ring
NGC 2809,N/A,UGC  4910,Galaxy,CNC,13,13.3,1.3',09 17.1,+20 04,139.27883333333332,20.069694444444444,SO
NGC 2810A,N/A,NGC 2810,Galaxy,UMA,13.5,-,1.7',09 22.1,+71 51,140.525,71.85,E0
NGC 2811,N/A,MCG - 3-24-  3,Galaxy,HYA,11.3,12,2.2',09 16.2,-16 19,139.0462916666667,-16.312722222222224,SBa
NGC 2813,N/A,UGC  4916,Galaxy,CNC,13.5,13.8,1.3',09 17.8,+19 54,139.43937499999998,19.90661111111111,SO
NGC 2814,N/A,UGC  4952,Galaxy,UMA,13.7,12.5,1.1',09 21.2,+64 15,140.29783333333333,64.25319444444445,Sb
NGC 2815,N/A,ESO 497-32,Galaxy,HYA,11.9,13.2,3.5',09 16.3,-23 38,139.08229166666666,-23.63325,SBb
NGC 2816,N/A,NGC 2742,Galaxy,UMA,12.1,-,3',09 07.6,+60 29,140.43991666666665,64.25794444444445,Sc
NGC 2817,N/A,MCG - 1-24-  6,Galaxy,HYA,13,-,2',09 17.2,-04 45,139.29387499999999,-4.752111111111111,SBc
NGC 2818,N/A,PK 261+8.1,Opn CL,PYX,8.2,-,0.6',09 16.0,-36 38,139.00625,-36.62694444444445,II 2 m n
NGC 2818A,N/A,PK 261+8.1,Pln Neb,PYX,11.9,11.1,36'',09 16.0,-36 36,139.0255416666667,-36.626916666666666,3b
NGC 2819,N/A,UGC  4924,Galaxy,CNC,12.8,13.4,1.4',09 18.2,+16 12,139.53870833333335,16.19811111111111,Elliptical
NGC 2820,N/A,UGC  4961,Galaxy,UMA,12.8,13.4,4.1',09 21.8,+64 15,140.43991666666665,64.25794444444445,SBc/P
NGC 2821,N/A,ESO 497-34,Galaxy,PYX,13,12.8,2',09 16.8,-26 49,139.1999166666667,-26.816277777777778,Sbc
NGC 2824,N/A,UGC  4933,Galaxy,CNC,13.3,12.6,0.9',09 19.0,+26 16,139.75929166666666,26.269972222222222,SO
NGC 2826,N/A,UGC  4939,Galaxy,LYN,13.6,12.6,1.6',09 19.4,+33 37,139.85070833333333,33.624,Sa
NGC 2832,N/A,UGC  4942,Galaxy,LYN,11.9,13.5,3',09 19.8,+33 45,139.94525000000002,33.74975,E4
